time	V(a0)	V(a1)	V(a2)	V(a3)	V(a4)	V(a5)	V(a6)	V(a7)	V(a8)	V(a9)	V(a10)	V(a11)	V(a12)	V(a13)	V(a14)	V(a15)	V(b0)	V(b1)	V(b2)	V(b3)	V(b4)	V(b5)	V(b6)	V(b7)	V(b8)	V(b9)	V(b10)	V(b11)	V(b12)	V(b13)	V(b14)	V(b15)	V(cin)	V(cout)	V(f0)	V(f1)	V(f2)	V(f3)	V(f4)	V(f5)	V(f6)	V(f7)	V(f8)	V(f9)	V(f10)	V(f11)	V(f12)	V(f13)	V(f14)	V(f15)
2.000000061340111e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.067006e+000	2.398513e-008	6.840738e-001	1.227220e-004	2.452144e-003	7.296251e-008	6.002196e-008	5.997437e-008	5.997531e-008	5.997435e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008
2.000000065605078e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.280254e+000	2.398513e-008	1.071234e+000	3.608871e-005	2.530475e-003	1.493942e-008	5.996923e-008	5.997379e-008	5.997443e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008
2.000000068150629e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.407531e+000	2.398513e-008	1.486940e+000	-6.236734e-005	2.566202e-003	8.561301e-009	5.997455e-008	5.997399e-008	5.997377e-008	5.997435e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008
2.000000070190505e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.509525e+000	2.398514e-008	1.927398e+000	-1.363790e-004	2.589898e-003	7.331642e-009	6.005143e-008	5.997500e-008	5.997509e-008	5.997438e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008
2.000000072447012e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.622351e+000	2.398514e-008	2.420927e+000	-1.637087e-004	2.612606e-003	1.091108e-008	6.007721e-008	5.997495e-008	5.997666e-008	5.997438e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997436e-008
2.000000074911240e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.745562e+000	2.398514e-008	2.881158e+000	-1.395979e-004	2.633808e-003	1.397080e-008	5.999333e-008	5.997378e-008	5.997521e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997436e-008	5.997435e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008
2.000000077731634e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.886582e+000	2.398513e-008	3.286025e+000	-1.006719e-004	2.651282e-003	-6.201589e-009	5.988381e-008	5.997306e-008	5.997187e-008	5.997432e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008
2.000000081465045e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.073252e+000	2.398513e-008	3.677305e+000	-8.119876e-005	2.644968e-003	-2.582232e-007	5.974293e-008	5.997294e-008	5.996800e-008	5.997433e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008
2.000000085611971e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.280599e+000	2.398513e-008	3.995490e+000	-8.080324e-005	2.597508e-003	-6.066609e-007	5.984821e-008	5.997482e-008	5.997079e-008	5.997438e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008
2.000000091498006e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.574900e+000	2.398513e-008	4.352056e+000	-6.019434e-005	2.542950e-003	-3.353338e-007	6.040089e-008	5.997787e-008	5.998604e-008	5.997445e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008
2.000000096810122e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.840506e+000	2.398513e-008	4.638602e+000	-2.416914e-005	2.557486e-003	4.325121e-007	6.014775e-008	5.997101e-008	5.998236e-008	5.997423e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997435e-008
2.000000100000000e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398513e-008	4.802883e+000	-4.707181e-006	2.591578e-003	7.021849e-007	5.930644e-008	5.996210e-008	5.995755e-008	5.997394e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008
2.000000100257477e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398513e-008	4.814892e+000	-1.002335e-005	2.586245e-003	5.934589e-007	5.916685e-008	5.996135e-008	5.995393e-008	5.997394e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008
2.000000100772433e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398514e-008	4.836725e+000	-1.932241e-005	2.566765e-003	3.410137e-007	5.893831e-008	5.996052e-008	5.994714e-008	5.997393e-008	5.997435e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008
2.000000101802343e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398514e-008	4.871702e+000	-3.091473e-005	2.505042e-003	-1.560676e-007	5.886172e-008	5.996314e-008	5.994065e-008	5.997403e-008	5.997435e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008
2.000000103862163e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398514e-008	4.917962e+000	-3.723794e-005	2.350626e-003	-7.647855e-007	5.940014e-008	5.997301e-008	5.994987e-008	5.997435e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008
2.000000107981803e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398513e-008	4.966969e+000	-2.957953e-005	2.028250e-003	-1.027855e-006	6.024655e-008	5.998049e-008	5.998019e-008	5.997460e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008
2.000000112424622e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398514e-008	4.988509e+000	-1.640390e-005	1.700600e-003	-8.265998e-007	6.019420e-008	5.997563e-008	5.998497e-008	5.997439e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008
2.000000118586795e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398514e-008	4.996630e+000	-2.705120e-006	1.297362e-003	-5.459311e-007	5.985783e-008	5.997213e-008	5.997178e-008	5.997425e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997435e-008	5.997435e-008
2.000000126148589e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398513e-008	4.999014e+000	3.535557e-006	9.106094e-004	-3.575228e-007	5.988689e-008	5.997438e-008	5.997043e-008	5.997437e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997435e-008	5.997435e-008	5.997435e-008
2.000000140154329e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398513e-008	4.999763e+000	2.372576e-006	4.725705e-004	-1.092029e-007	6.000106e-008	5.997484e-008	5.997571e-008	5.997438e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008
2.000000163074970e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.000000e+000	2.398513e-008	4.999975e+000	-6.286774e-007	1.734636e-004	6.490640e-008	5.998051e-008	5.997411e-008	5.997450e-008	5.997435e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008	5.997436e-008
