time	V(a0)	V(a1)	V(a2)	V(a3)	V(a4)	V(a5)	V(a6)	V(a7)	V(a8)	V(a9)	V(a10)	V(a11)	V(a12)	V(a13)	V(a14)	V(a15)	V(b0)	V(b1)	V(b2)	V(b3)	V(b4)	V(b5)	V(b6)	V(b7)	V(b8)	V(b9)	V(b10)	V(b11)	V(b12)	V(b13)	V(b14)	V(b15)	V(f0)	V(f1)	V(f2)	V(f3)	V(f4)	V(f5)	V(f6)	V(f7)	V(f8)	V(f9)	V(f10)	V(f11)	V(f12)	V(f13)	V(f14)	V(f15)	V(s0)	V(s1)
3.998610057209383e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.523912e-009	6.523912e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	6.523900e-009	5.000000e+000	0.000000e+000
3.998844100066403e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.221027e-009	8.221027e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	8.221018e-009	5.000000e+000	0.000000e+000
3.999590500000216e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	-1.039519e-009	-1.039519e-009	-1.039491e-009	-1.039477e-009	-1.039491e-009	-1.039477e-009	-1.039477e-009	-1.039477e-009	-1.039491e-009	-1.039491e-009	-1.039491e-009	-1.039491e-009	-1.039491e-009	-1.039491e-009	-1.039477e-009	-1.039491e-009	5.000000e+000	0.000000e+000
3.999795800000108e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	7.663246e-009	7.663246e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	7.663250e-009	5.000000e+000	0.000000e+000
3.999995100000003e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.598825e-009	6.598825e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	6.598820e-009	5.000000e+000	0.000000e+000
3.999999900000000e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.003777e-009	6.003777e-009	6.003777e-009	6.003777e-009	6.003777e-009	6.003777e-009	6.003777e-009	6.003777e-009	6.003777e-009	6.003777e-009	6.003777e-009	6.003775e-009	6.003777e-009	6.003777e-009	6.003775e-009	6.003777e-009	5.000000e+000	0.000000e+000
4.000000000000000e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	-1.005828e-007	5.000000e+000	0.000000e+000
4.000000001613774e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	1.305187e-003	5.000000e+000	8.068869e-002
4.000000004841322e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	2.528245e-003	5.000000e+000	2.420661e-001
4.000000011296417e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	2.658228e-003	5.000000e+000	5.648209e-001
4.000000018708682e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	1.232240e-003	5.000000e+000	9.354341e-001
4.000000026702955e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	-2.252786e-003	5.000000e+000	1.335148e+000
4.000000038537269e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	-9.212485e-003	5.000000e+000	1.926863e+000
4.000000050059624e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	-1.720386e-002	5.000000e+000	2.502981e+000
4.000000057282584e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	-2.427482e-002	5.000000e+000	2.864129e+000
4.000000062548013e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	-1.377407e-002	5.000000e+000	3.127401e+000
4.000000068141576e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	6.576324e-002	5.000000e+000	3.407079e+000
4.000000074025214e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	3.186893e-001	5.000000e+000	3.701261e+000
4.000000080408402e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	9.680886e-001	5.000000e+000	4.020420e+000
4.000000084552505e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	1.842815e+000	5.000000e+000	4.227625e+000
4.000000089046239e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	3.214011e+000	5.000000e+000	4.452312e+000
4.000000091040277e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	3.811005e+000	5.000000e+000	4.552014e+000
4.000000092553351e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	4.145351e+000	5.000000e+000	4.627667e+000
4.000000094667820e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	4.440816e+000	5.000000e+000	4.733391e+000
4.000000097211642e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	4.655319e+000	5.000000e+000	4.860582e+000
4.000000100000000e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	4.802100e+000	5.000000e+000	5.000000e+000
4.000000100313123e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.810562e+000	4.984344e+000	5.000000e+000
4.000000100939367e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.826816e+000	4.953032e+000	5.000000e+000
4.000000102191858e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.855811e+000	4.890407e+000	5.000000e+000
4.000000104696838e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.900584e+000	4.765158e+000	5.000000e+000
4.000000108562953e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.941876e+000	4.571852e+000	5.000000e+000
4.000000115171370e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.972864e+000	4.241432e+000	5.000000e+000
4.000000121532987e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	4.983835e+000	3.923351e+000	5.000000e+000
